"beneficiary_id","customer_id","customer_country_code","beneficiary_type","beneficiary_country","beneficiary_name","beneficiary_add_line_1","beneficiary_add_line_2","beneficiary_city","account_number","bank_name","branch_name","bank_address","contact_mobile","contact_email","nickname","swift_code","iban_number","is_active","is_deleted","is_favourite","cooling_period","created_at","last_modified_at","created_by","last_modified_by","is_approved","is_rejected","admin_remarks","wallet_type","agent_id","beneficiary_currency","bank_gateway_code","has_branches","branch_code","biller_id","biller_category","biller_category_id","subcategory","subcategory_id","biller_name","biller_input_value","biller_input_label","biller_icon","biller_icon_url","biller_input_json","biller_input_value_json","api_key","wallet_code","input_label","input_label_ch"
149,"002000353",BW,OBR,BW,account,,,,"123456",ABSA BANK OF BOTSWANA,FRANCISTOWN(2917),,,,,,,false,true,,,2026-03-10 19:47:34.249,2026-04-27 18:03:27.685,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
127,R0012618,BW,INSW,ZA,First National Bank,,,,"62194896084",SABIE;TVL 361, ,,"","",FNB nickname,FIRNZAJJ,"",true,false,true,,2026-03-06 11:50:03.279,2026-06-22 05:05:05.816,,,,,,INSW,"",ZAR,,,,,,,,,,,,,,,,,,,
135,"002011507",BW,WIB,BW,TSHEGOFATSO KELONEILWE,,,,"0004503004080",,,,"71677161",gaonebubbles@yahoo.com,TshegoFCB,,,true,false,true,,2026-03-10 06:43:18.509,2026-07-02 15:24:35.641,,,,,,WIB,,BWP,,,,,,,,,,,,,,,,,,,
148,"002000353",BW,WIB,BW,TSHEGOFATSO KELONEILWE,,,,"0004503004080",,,,"54867676",,Tk,,,true,false,true,,2026-03-10 19:39:00.989,2026-07-09 16:48:56.883,,,,,,WIB,,BWP,,,,,,,,,,,,,,,,,,,
156,"002000353",BW,INSW,ZA,Skl,,,,"62434562519",WATERFALL MALL 994, ,,"","","",FIRNZAJJ,"",true,false,true,,2026-03-18 06:52:16.443,2026-07-09 16:49:15.694,,,,,,INSW,"",ZAR,,,,,,,,,,,,,,,,,,,
162,R0029099,BW,INSW,AD,ffghh,bn vb ,vbbb,vbbb,chbcbbb,CREDIT ANDORRA, ,,+6178695523,"","",CRDAADAD,"",true,false,false,,2026-03-23 09:46:25.837,2026-03-23 09:46:25.837,,,,,,"","",INR,,,,,,,,,,,,,,,,,,,
163,"002008125",BW,WIB,BW,K S RUPRAH,,,,"0003101003868",,,,,,,,,true,false,,,2026-03-23 11:42:32.961,2026-03-23 11:42:32.961,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
164,"002008125",BW,INSW,AF,Fghh,Guu,Huu,Ghu,"1234567",AFGHAN UNITED BANK, ,,"",Ghh@fyyu.in,"",AFGUAFKA,"",false,true,false,,2026-03-30 11:32:55.208,2026-04-01 11:41:40.502,,,,,,"","",EUR,,,,,,,,,,,,,,,,,,,
159,"002008125",BW,INSW,ZA,Test,,,,"123455679",QUIGNEY, ,,"1234567890",Test@gmail.com,Amol,NEDSZAJJ,"",true,false,false,,2026-03-19 08:07:44.141,2026-04-01 11:44:07.075,,,,,,INSW,"",ZAR,,,,,,,,,,,,,,,,,,,
166,"002008125",BW,INSW,IN,Mol,Bbb,Bcbbx,Box,"123456",ALLAHABAD BANK,CALCUTTA MAIN BRANCH,,+919988776655,"","",ALLAINBBCLM,"",true,false,false,,2026-04-07 10:31:19.241,2026-04-07 10:31:19.241,,,,,,"","",INR,,,,,,,,,,,,,,,,,,,
167,R0029099,BW,OBR,BW,Test Design,,,,"1518962",ABSA BANK OF BOTSWANA,FRANCISTOWN(2917),,,,,,,true,false,,,2026-04-08 03:35:27.060,2026-04-08 03:35:27.060,,,,,,,,BWP,BARCBWGX,true,"2917",,,,,,,,,,,,,,,,
168,R0029099,BW,INSW,IN,Test,Test,T3st,India,"12345678",AB BANK LIMITED, ,,+2471223456,"","",ABBLINBB,"",true,false,false,,2026-04-08 04:30:26.089,2026-04-08 04:30:26.089,,,,,,"","",INR,,,,,,,,,,,,,,,,,,,
165,R0029099,BW,IWL,BW,ORANGE-MONEY,,,,"0212220938",,,,,,,,,false,true,,,2026-04-03 07:35:52.649,2026-04-08 05:13:12.909,,,,,,ORANGE-MONEY,,BWP,,,,,,,,,,,,,,,,,,,
169,R0020605,BW,WIB,BW,NAVEED SHAIKH,,,,"0004501047348",,,,,,,,,true,false,,,2026-04-09 11:02:20.497,2026-04-09 11:02:20.497,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
170,"002011507",BW,INSW,ER,Test,Qae,Test,Nas,"123321",BANK OF ERITREA,BANK OF ERITREA,,+267580580,"","",BOERERAI,"",true,false,false,,2026-04-09 13:33:03.067,2026-04-09 13:33:03.067,,,,,,"","",USD,,,,,,,,,,,,,,,,,,,
171,"002000353",BW,IWL,BW,ORANGE-MONEY,,,,"78693258",,,,,,,,,true,false,,,2026-04-16 14:21:42.416,2026-04-16 14:21:42.416,,,,,,ORANGE-MONEY,,BWP,,,,,,,,,,,,,,,,,,,
172,"002001314",BW,OBR,BW,Tshego,,,,"2504000506",BANK OF INDIA (BOTSWANA) LIMITED,"",,,,,,,true,false,,,2026-04-20 03:40:53.816,2026-04-20 03:40:53.816,,,,,,,,BWP,BKIDBWGX,false,,,,,,,,,,,,,,,,,
173,R0023876,BW,OBR,BW,Div P,,,,"9812131415",BANK OF INDIA (BOTSWANA) LIMITED,"",,"9837847343",,,,,true,false,,,2026-04-21 05:47:59.436,2026-04-21 05:47:59.436,,,,,,,,BWP,BKIDBWGX,false,,,,,,,,,,,,,,,,,
177,"003001569",BW,OBR,BW,Ererer,,,,"123456789012",BANK GABORONE LIMITED,"",,,,,,,true,false,,,2026-04-27 08:57:49.346,2026-04-27 08:57:49.346,,,,,,,,BWP,BGLIBWGX,false,,,,,,,,,,,,,,,,,
183,R0029116,BW,BILL,BW,BOTS 1234,,,,,,,,,,"",,,true,false,false,,2026-04-27 10:12:06.302,2026-04-27 10:12:06.302,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"12345678",Meter Number,,,"""{}""",,,,,
184,R0029116,BW,BILL,BW,BOTS 2432,,,,,,,,,,"",,,true,false,false,,2026-04-27 10:19:31.347,2026-04-27 10:19:31.347,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"2432432",Meter Number,,,"""{}""",,,,,
185,R0029116,BW,BILL,BW,BOTS 2242,,,,,,,,,,"",,,true,false,false,,2026-04-27 10:20:49.636,2026-04-27 10:20:49.636,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"2242424242",Meter Number,,,"""{}""",,,,,
186,R0029116,BW,BILL,BW,BOTS 5756,,,,,,,,,,"",,,true,false,false,,2026-04-27 10:22:22.418,2026-04-27 10:22:22.418,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"5756765",Meter Number,,,"""{}""",,,,,
187,R0029116,BW,BILL,BW,BOTS 4234,,,,,,,,,,"",,,true,false,false,,2026-04-27 10:34:01.379,2026-04-27 10:34:01.379,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"4234324",Meter Number,,,"""{}""",,,,,
188,R0029116,BW,BILL,BW,BOTS 5656,,,,,,,,,,"",,,true,false,false,,2026-04-27 10:36:04.055,2026-04-27 10:36:04.055,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"565656",Meter Number,,,"""{\""accountNumber\"":\""565656\"",\""customerName\"":\""rytry\""}""",,,,,
189,R0029116,BW,BILL,BW,BOTS 7890,,,,,,,,,,"",,,true,false,false,,2026-04-27 10:36:35.390,2026-04-27 10:36:35.390,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"7890",Meter Number,,,"""{\""accountNumber\"":\""7890\"",\""customerName\"":\""amruta\""}""",,,,,
190,R0029116,BW,BILL,BW,BOTS 4324,,,,,,,,,,"",,,true,false,false,,2026-04-27 10:44:46.202,2026-04-27 10:44:46.202,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"4324",Meter Number,,,"{""accountNumber"":""4324"",""customerName"":""jasmeet""}",,,,,
191,R0029116,BW,BILL,BW,BOTS 7709,,,,,,,,,,"",,,true,false,false,,2026-04-27 11:23:36.697,2026-04-27 11:23:36.697,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"770956",Meter Number,,,"{""accountNumber"":""770956"",""customerName"":""am""}",,,,,
192,R0029116,BW,BILL,BW,BOTS 9090,,,,,,,,,,"",,,true,false,false,,2026-04-27 11:25:10.022,2026-04-27 11:25:10.022,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"9090",Meter Number,,,"{""accountNumber"":""9090"",""customerName"":""jojo""}",,,,,
194,R0029116,BW,BILL,BW,BOTS 2343,,,,,,,,,,"",,,true,false,false,,2026-04-27 15:55:00.217,2026-04-27 15:55:00.217,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"2343411",Meter Number,,,"{""accountNumber"":""2343411"",""customerName"":""fgg""}",,,,,
196,"002000353",BW,OBE,BW,Tshego absa,,,,"1518962",ABSA BANK OF BOTSWANA,FRANCISTOWN(2917),,,,,,,true,false,,,2026-04-27 16:15:01.100,2026-04-27 16:15:01.100,,,,,,,,BWP,BARCBWGX,true,"2917",,,,,,,,,,,,,,,,
197,R0029116,BW,BILL,BW,DSTV 2132,,,,,,,,,,"",,,true,false,false,,2026-04-28 06:09:26.897,2026-04-28 06:09:26.897,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"2132323",Smartcard Number,,,"{""accountNumber"":""2132323"",""customerName"":""dsfds""}",,,,,
199,"002000353",BW,OBR,BW,Qaee,,,,"123456789",QABWTEST,B1,,,,,,,true,false,,,2026-04-28 12:05:53.921,2026-04-28 12:05:53.921,,,,,,,,BWP,"12345",true,"001",,,,,,,,,,,,,,,,
200,"002000353",BW,OBE,BW,Qaqa,,,,"36903690",QABWTEST,B1,,,,,,,true,false,,,2026-04-28 12:07:18.699,2026-04-28 12:07:18.699,,,,,,,,BWP,"12345",true,"001",,,,,,,,,,,,,,,,
201,"002000353",BW,OBR,BW,Qwys,,,,"123123",BANK OF INDIA (BOTSWANA) LIMITED,"",,,,,,,true,false,,,2026-04-28 12:14:58.406,2026-04-28 12:14:58.406,,,,,,,,BWP,BKIDBWGX,false,,,,,,,,,,,,,,,,,
202,R0023876,BW,WIB,BW,KULDIP SATVEER AVNEET JAGDEEP LAKHVIR RUPRAH,,,,"0020081251001",,,,,,,,,true,false,,,2026-04-29 11:40:38.308,2026-04-29 11:40:38.308,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
203,R0023876,BW,WIB,BW,KYNN ROBERTSON-BULLOCK,,,,"0003501026351",,,,,,,,,true,false,true,,2026-04-29 11:41:50.089,2026-04-29 11:44:06.578,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
204,R0023876,BW,INSW,MX,Jay,New street,West,Mumbai,"09876543",AUDI MEXICO,AUDI MEXICO,,"","","",AUMXMXM1,"",true,false,false,,2026-04-29 11:46:57.702,2026-04-29 11:46:57.702,,,,,,"","",BWP,,,,,,,,,,,,,,,,,,,
205,R0023876,BW,IWL,BW,ORANGE-MONEY,,,,"949494994",,,,,,,,,true,false,,,2026-04-29 11:58:38.870,2026-04-29 11:58:38.870,,,,,,ORANGE-MONEY,,BWP,,,,,,,,,,,,,,,,,,,
206,R0023876,BW,IWL,BW,ORANGE-MONEY,,,,"100000000",,,,,,,,,true,false,,,2026-04-29 11:59:21.731,2026-04-29 11:59:21.731,,,,,,ORANGE-MONEY,,BWP,,,,,,,,,,,,,,,,,,,
208,R0023876,BW,OBR,BW,Tayne,,,,"986532",STANBIC BANK BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-04-29 14:23:37.119,2026-04-29 14:23:37.119,,,,,,,,BWP,SBICBWGX,false,,,,,,,,,,,,,,,,,
209,R0029116,BW,BILL,BW,BOTS 7878,,,,,,,,,,"",,,true,false,false,,2026-04-29 15:58:04.566,2026-04-29 15:58:04.566,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"7878",Meter Number,,,"{""accountNumber"":""7878"",""customerName"":""ami""}",,,,,
211,R0012618,BW,INSW,ZA,Test,Test,Test,Jhb,"123456",ABSA BANK LIMITED,ABSA BANK LIMITED,,+26712345678,"","",ABSAZAJJ,"",true,false,false,,2026-04-30 14:20:08.004,2026-04-30 14:20:08.004,,,,,,"","",USD,,,,,,,,,,,,,,,,,,,
193,R0012618,BW,OBR,BW,Test,,,,"123456789",FIRST NATIONAL BANK BOTSWANA LMITED,"",,,,,,,false,true,,,2026-04-27 13:10:38.926,2026-06-22 05:21:29.704,,,,,,,,BWP,FIRNBWGX,false,,,,,,,,,,,,,,,,,
198,R0012618,BW,WIB,BW,GAONE EUNICE MOGALEEMANG,,,,"0020115071111",,,,"","",,,,true,false,true,,2026-04-28 08:29:06.146,2026-06-23 10:54:20.417,,,,,,WIB,,BWP,,,,,,,,,,,,,,,,,,,
182,"002011507",BW,INSW,ZA,Gaone Mogaleemang ,,,,"6243452519",FIRSTRAND BANK LTD HEAD OFFICE INCL. DIVISIONS FIRST NATIONAL BANK  FNB CORPORAT,SAVEWAYS WITBANK 851,,+26771677161,gaonemoles@gmail.com,"",FIRNZAJJ,"",true,false,true,,2026-04-27 09:56:25.316,2026-07-02 16:10:05.400,,,,,,INSW,"",ZAR,,,,,,,,,,,,,,,,,,,
207,R0023876,BW,OBR,BW,New test,,,,"9865329865",FIRST NATIONAL BANK BOTSWANA LMITED,"",,,,,,,true,false,true,,2026-04-29 14:18:46.487,2026-07-15 11:17:13.265,,,,,,,,BWP,FIRNBWGX,false,,,,,,,,,,,,,,,,,
212,"002000925",BW,OBR,BW,Test,,,,"3690036900",ACCESS BANK BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-05-06 09:24:37.058,2026-05-06 09:24:37.058,,,,,,,,BWP,FMBZBWGA,false,,,,,,,,,,,,,,,,,
213,"002000179",BW,WIB,BW,DAKSHA DOHARA,,,,"0020001811001",,,,,,,,,true,false,,,2026-05-06 09:48:37.259,2026-05-06 09:48:37.259,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
215,"002000179",BW,IWL,BW,ORANGE-MONEY,,,,"8764",,,,,,,,,true,false,,,2026-05-06 10:12:12.649,2026-05-06 10:12:12.649,,,,,,ORANGE-MONEY,,BWP,,,,,,,,,,,,,,,,,,,
216,"002000179",BW,OBR,BW,Zim test,,,,"142536",BANK GABORONE BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-05-06 11:42:21.094,2026-05-06 11:42:21.094,,,,,,,,BWP,BGLIBWGX,false,,,,,,,,,,,,,,,,,
218,"002000179",BW,IWL,BW,ORANGE-MONEY,,,,"26778693258",,,,"85466194",,,,,true,false,,,2026-05-06 12:44:42.336,2026-05-06 12:44:42.336,,,,,,BW-ORANGE-B2C,,BWP,,,,,,,,,,,,,,,,,,,
219,"002000179",BW,IWL,BW,ORANGE-MONEY,,,,"26775959478",,,,"8845164312",,,,,true,false,,,2026-05-06 12:45:35.288,2026-05-06 12:45:35.288,,,,,,BW-ORANGE-B2C,,BWP,,,,,,,,,,,,,,,,,,,
220,"002000925",BW,WIB,BW,SHERBANOO MOHAMMED DADA,,,,"0020009251001",,,,,,,,,true,false,,,2026-05-08 09:58:45.888,2026-05-08 09:58:45.888,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
222,R0029476,BW,INSW,JO,Trustlink swift,Botswana,New street,XYZ,"918273645",AJIAD FOR SECURITIES,AJIAD FOR SECURITIES,,"","","",AJSEJOA1,"",true,false,false,,2026-05-08 10:27:27.999,2026-05-08 10:27:27.999,,,,,,"","",BWP,,,,,,,,,,,,,,,,,,,
223,R0029476,BW,OBR,BW,New Bene,,,,"235689",FIRST NATIONAL BANK BOTSWANA LMITED,"",,,,,,,true,false,,,2026-05-08 11:23:55.747,2026-05-08 11:23:55.747,,,,,,,,BWP,FIRNBWGX,false,,,,,,,,,,,,,,,,,
224,R0029476,BW,OBR,BW,RTGS Account,,,,"968574",STANDARD CHARTERED BANK BOTSWANA LTD,"",,,,,,,true,false,,,2026-05-08 11:42:09.864,2026-05-08 11:42:09.864,,,,,,,,BWP,SCHBBWGX,false,,,,,,,,,,,,,,,,,
225,R0029476,BW,INSW,MX,Testing Swift,Link road,West,Xyz,"90102030",ACCIONES Y VALORES DE MEXICO  S.A. DE C.V. CASA DE BOLSA,ACCIONES Y VALORES DE MEXICO,,"","","",ACVLMXMM,"",true,false,false,,2026-05-08 11:45:24.361,2026-05-08 11:45:24.361,,,,,,"","",BWP,,,,,,,,,,,,,,,,,,,
226,R0029476,BW,OBR,BW,LKJH,,,,"643197",BANK GABORONE LIMITED,"",,,,,,,true,false,,,2026-05-08 12:16:00.334,2026-05-08 12:16:00.334,,,,,,,,BWP,BGLIBWGX,false,,,,,,,,,,,,,,,,,
227,"002000925",BW,OBR,BW,abab,,,,"12345",BANK OF INDIA (BOTSWANA) LIMITED,"",,,,,,,true,false,,,2026-05-11 10:09:47.462,2026-05-11 10:09:47.462,,,,,,,,BWP,BKIDBWGX,false,,,,,,,,,,,,,,,,,
230,R0029476,BW,OBR,BW,Astor,,,,"973164",FIRST NATIONAL BANK BOTSWANA LMITED,"",,,,,,,true,false,,,2026-05-12 11:03:08.904,2026-05-12 11:03:08.904,,,,,,,,BWP,FIRNBWGX,false,,,,,,,,,,,,,,,,,
232,R0029116,BW,BILL,BW,MASC 4353,,,,,,,,,,Nick name,,,true,false,false,,2026-05-12 12:45:15.389,2026-05-12 12:45:15.389,,,,,,,,,BW-MASCOM-AIRTIME,,,15,Lifestyle and Services,2,Entertainment /Pay TV,1,Mascom Airtime,"4353463465",Mobile Number,,,"{""accountNumber"":""4353463465"",""customerName"":""Dahod""}",,,,,
233,R0029116,BW,BILL,BW,MASC 5656,,,,,,,,,,Nick,,,true,false,false,,2026-05-12 12:51:37.779,2026-05-12 12:51:37.779,,,,,,,,,BW-MASCOM-AIRTIME,,,15,Lifestyle and Services,2,Entertainment /Pay TV,1,Mascom Airtime,"5656566446",Mobile Number,,,"{""accountNumber"":""5656566446"",""customerName"":""Fiona""}",,,,,
234,R0029116,BW,BILL,BW,BOTS 2324,,,,,,,,,,Sfs,,,true,false,false,,2026-05-12 12:53:49.057,2026-05-12 12:53:49.057,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"23242",Meter Number,,,"{""accountNumber"":""23242"",""customerName"":""Power""}",,,,,
235,R0029476,BW,OBR,BW,Bene test,,,,"20583917",STANDARD CHARTERED BANK BOTSWANA LTD,"",,,,,,,true,false,,,2026-05-12 13:07:29.911,2026-05-12 13:07:29.911,,,,,,,,BWP,SCHBBWGX,false,,,,,,,,,,,,,,,,,
236,R0012618,BW,BILL,BW,DSTV 1234,,,,,,,,,,,,,true,false,false,,2026-05-12 14:31:41.175,2026-05-12 14:31:41.175,,,,,,,,,BW-DSTV-BOXOFFICE,,,18,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Box Office,"12341234",Smartcard Number,,,"{""accountNumber"":""12341234"",""customerName"":""Sure""}",,,,,
237,"002000179",BW,INSW,ZA,Test,Test,Test,Jhb,"1234567890",FIRSTRAND BANK LTD HEAD OFFICE INCL. DIVISIONS FIRST NATIONAL BANK  FNB CORPORAT,SAVEWAYS WITBANK 851,,+267123456,"","",FIRNZAJJ,"",true,false,false,,2026-05-13 04:56:25.329,2026-05-13 04:56:25.329,,,,,,"","",USD,,,,,,,,,,,,,,,,,,,
228,R0029476,BW,WIB,BW,A V OCHUIZEN,,,,"0004501034812",,,,"","",,,,true,false,true,,2026-05-11 14:35:32.387,2026-05-13 13:18:00.437,,,,,,WIB,,BWP,,,,,,,,,,,,,,,,,,,
239,R0014359,BW,BILL,BW,Orange Airtime,,,,,,,,"","",,,,false,true,true,,2026-05-13 10:58:33.591,2026-05-13 11:14:08.862,,,,,,BILL,,,BW-ORANGE-AIRTIME,,,16,Airtime and Data,1,Airtime and Data,,Orange Airtime,,,,,"{""accountNumber"":""2677717671"",""customerName"":""Amol""}",,,,,
241,R0014359,BW,BILL,BW,BOTS 5566,,,,,,,,,,,,,true,false,false,,2026-05-13 12:00:24.489,2026-05-13 12:00:24.489,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"55666777778888677788888887665555566666432245789998",Meter Number,,,"{""accountNumber"":""55666777778888677788888887665555566666432245789998"",""customerName"":""Power""}",,,,,
242,R0014359,BW,BILL,BW,DSTV 1234,,,,,,,,,,,,,true,false,false,,2026-05-13 12:12:00.737,2026-05-13 12:12:00.737,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"1234567890",Smartcard Number,,,"{""accountNumber"":""1234567890"",""customerName"":""sarv""}",,,,,
243,R0014359,BW,BILL,BW,DSTV 1234,,,,,,,,,,,,,true,false,false,,2026-05-13 12:39:00.928,2026-05-13 12:39:00.928,,,,,,,,,BW-DSTV-BOXOFFICE,,,18,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Box Office,"123445",Smartcard Number,,,"{""accountNumber"":""123445"",""customerName"":""Box""}",,,,,
244,R0012618,BW,BILL,BW,DSTV 1234,,,,,,,,,,"",,,true,false,false,,2026-05-13 14:06:28.667,2026-05-13 14:06:28.667,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"123456",Smartcard Number,,,"{""accountNumber"":""123456"",""customerName"":""Fsgs""}",,,,,
247,R0012618,BW,BILL,BW,DSTV 1234,,,,,,,,,,"",,,true,false,false,,2026-05-13 14:42:53.530,2026-05-13 14:42:53.530,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"1234568",Smartcard Number,,,"{""accountNumber"":""1234568"",""customerName"":""Test""}",,,,,
229,R0029476,BW,WIB,BW,WALK-IN CUSTOMER (FRANCISTOWN),,,,"0030015690101",,,,"","",,,,true,false,true,,2026-05-12 05:51:33.155,2026-05-13 13:14:29.774,,,,,,WIB,,BWP,,,,,,,,,,,,,,,,,,,
221,R0029476,BW,OBR,BW,Trustlink,,,,"976431",FIRST NATIONAL BANK BOTSWANA LMITED,"",,"","",,,,true,false,true,,2026-05-08 10:23:31.930,2026-05-13 13:14:39.213,,,,,,OBR,,BWP,FIRNBWGX,,,,,,,,,,,,,,,,,,
231,R0029476,BW,INSW,SA,Nanm,,,,"1029384756",AL INMA BANK,AL INMA BANK,,"","","",INMASARI,"",true,false,true,,2026-05-12 11:17:03.332,2026-05-13 13:14:47.698,,,,,,INSW,"",ZAR,,,,,,,,,,,,,,,,,,,
245,R0012618,BW,BILL,BW,BOTS 1234,,,,,,,,,,Ok,,,true,false,false,,2026-05-13 14:08:59.170,2026-05-13 14:08:59.170,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"1234567",Meter Number,,,"{""accountNumber"":""1234567"",""customerName"":""Test""}",,,,,
246,R0012618,BW,BILL,BW,ORAN 7038,,,,,,,,,,G,,,true,false,false,,2026-05-13 14:17:45.875,2026-05-13 14:17:45.875,,,,,,,,,BW-ORANGE-AIRTIME,,,16,Airtime and Data,1,Airtime and Data,,Orange Airtime,"7038785015",Mobile Number,,,"{""accountNumber"":""7038785015"",""customerName"":""Sushil shinde ""}",,,,,
248,R0012618,BW,BILL,BW,BOTS 1234,,,,,,,,,,"",,,true,false,false,,2026-05-13 14:43:27.579,2026-05-13 14:43:27.579,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"123455",Meter Number,,,"{""accountNumber"":""123455"",""customerName"":""Thgg""}",,,,,
250,R0012618,BW,BILL,BW,DSTV 123,,,,,,,,,,"",,,true,false,false,,2026-05-13 14:49:00.933,2026-05-13 14:49:00.933,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"123",Smartcard Number,,,"{""accountNumber"":""123"",""customerName"":""Qwerty""}",,,,,
240,R0014359,BW,BILL,BW,ORAN 2677,,,,,,,,,,Amol,,,true,false,false,,2026-05-13 11:26:52.931,2026-06-18 11:26:37.293,,,,,,BILL,,,,,,16,Airtime and Data,1,Airtime and Data,,Orange Airtime,,,,,"{""accountNumber"":""2677717671"",""customerName"":""Amol""}",,,,,
217,R0012618,BW,OBR,BW,Magan,,,,"987654321",STANBIC BANK BOTSWANA LIMITED,"",,,,,,,false,true,,,2026-05-06 11:50:26.641,2026-06-22 05:21:43.425,,,,,,,,BWP,SBICBWGX,false,,,,,,,,,,,,,,,,,
249,R0012618,BW,BILL,BW,Orange Airtime,,,,,,,,,,Aarati,,,true,false,true,,2026-05-13 14:47:38.815,2026-06-22 05:07:13.716,,,,,,BILL,,,,,,16,Airtime and Data,,"",,Orange Airtime,,,,,"{""Airtime for"":""Aarati Gayakwad - Waikar"",""Mobile number"":""9545027177""}",,,,,
214,"002000179",BW,OBR,BW,New test,,,,"875421",FIRST NATIONAL BANK BOTSWANA LMITED,"",,"9191910099","","",,,true,false,,,2026-05-06 10:05:47.873,2026-07-17 10:08:06.923,,,,,,OBR,,BWP,,,,,,,,,,,,,,,,,,,
210,"002000179",BW,OBR,BW,Tsgs,,,,"25662566",BANK GABORONE LIMITED,"",,"","",,,,true,false,true,,2026-04-30 04:04:27.326,2026-05-14 05:52:20.565,,,,,,OBR,,BWP,BGLIBWGX,,,,,,,,,,,,,,,,,,
251,"002000179",BW,OBR,BW,Test,,,,"123456789",FIRST NATIONAL BANK BOTSWANA LMITED,"",,,,,,,true,false,,,2026-05-14 06:37:51.157,2026-05-14 06:37:51.157,,,,,,,,BWP,FIRNBWGX,false,,,,,,,,,,,,,,,,,
252,R0014359,BW,INSW,ZA,Amol,Abc,Abc,Nsk,"1234567890",ABAX INVESTMENTS,ABAX INVESTMENTS,,+2671234567890,"","",ABIVZAJ1,"",true,false,false,,2026-05-14 06:44:12.399,2026-05-14 06:44:12.399,,,,,,"","",BWP,,,,,,,,,,,,,,,,,,,
253,R0014359,BW,BILL,BW,DSTV 123,,,,,,,,,,"",,,true,false,false,,2026-05-14 12:39:46.818,2026-05-14 12:39:46.818,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"123",Smartcard Number,,,"{""accountNumber"":""123"",""customerName"":""Fh""}",,,,,
254,R0029476,BW,WIB,BW,KULDIP SATVEER AVNEET JAGDEEP LAKHVIR RUPRAH,,,,"0020081251001",,,,,,,,,true,false,,,2026-05-14 12:41:16.060,2026-05-14 12:41:16.060,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
255,R0029476,BW,WIB,BW,KYNN ROBERTSON-BULLOCK,,,,"0003501026351",,,,,,,,,true,false,,,2026-05-14 12:42:31.869,2026-05-14 12:42:31.869,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
